"Duration..in.seconds."	"ResponseId"	"UserLanguage"	"age"	"sex"	"sex_3_TEXT"	"eth"	"eth_9_TEXT"	"rel"	"rel_8_TEXT"	"religiousity"	"soulBelief"	"conLib_1"	"conLib_2"	"sdo_1"	"sdo_2"	"sdo_3"	"sdo_4"	"sdo_5"	"sdo_6"	"sdo_7"	"sdo_8"	"AQ_1"	"AQ_2"	"AQ_3"	"AQ_4"	"AQ_5"	"AQ_6"	"AQ_7"	"AQ_8"	"AQ_9"	"AQ_10"	"riley1_1"	"riley1_2"	"riley1_3"	"casey1_1"	"casey1_2"	"casey1_3"	"rcCheck"	"riley2_1"	"riley2_2"	"riley2_3"	"casey2_1"	"casey2_2"	"casey2_3"	"rcRel"	"abortion"	"guns"	"life2"	"conscious2"	"arm2"	"finger2"	"finger"	"arm"	"conscious"	"life"	"box"	"leftFirst"	"sacrificead"	"mTurkCode"	"team"	"id"	"sdo"	"sdo_level"	"SDO"	"libCon"	"att"	"riley1"	"casey1"	"RiCa1"	"message"	"cRel"	"Rel"	"riley2"	"casey2"
"635"	"R_2P0U18cNnK5xxaE"	"EN"	36	"Female"	""	"Caucasian"	""	"Spiritual, but not affiliated with an organized religion"	""	"Not at all religious"	"Yes, definitely"	20	-17	3	3	3	3	5	3	3	3	"4 Definitely Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"2 Slightly Disagree"	1	3	3	5	6	6	"Liberal"	2	3	6	5	6	3	"Not at all"	"Strongly pro choice"	"Strongly pro gun"	"Infinite"	"Infinite"	"Infinite"	"10"	""	""	""	""	""	"1"	"0"	"6129339"	"reps"	102	3.25	"high"	0.634852216748769	0.15	1	2.33333333333333	5.66666666666667	2.33333333333333	-1	"Not at all"	1	3.66666666666667	4.66666666666667
"539"	"R_32XF93oD7MXxfcT"	"EN"	43	"Male"	""	"Caucasian"	""	"Spiritual, but not affiliated with an organized religion"	""	"Somewhat religious"	"Unsure"	39	8	2	4	1	1	1	2	2	1	"3 Slightly Agree"	"2 Slightly Disagree"	"1 Definitely Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"4 Definitely Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	3	5	4	7	6	6	"Conservative"	3	5	4	7	5	6	"6"	"Strongly pro life"	"Pro gun"	"infinite"	"1"	"infinite"	"2"	""	""	""	""	"Thank You"	"0"	"0"	"3216776"	"reps"	103	1.75	"medium"	-0.865147783251231	2.35	1	4	6.33333333333333	2.83333333333333	1	"6"	3	4	6
"608"	"R_1DVlOHkroN2skHr"	"EN"	35	"Female"	""	"African American"	""	"Christianity"	""	"Somewhat religious"	"Yes, definitely"	50	50	1	1	1	7	1	1	1	1	"4 Definitely Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	"3 Slightly Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	7	4	4	5	1	2	"Conservative"	7	4	3	1	1	3	"Not at all"	"Strongly pro life"	"Strongly pro gun"	"0"	"0"	"0"	"0"	""	""	""	""	""	"0"	"0"	"8737628"	"reps"	104	1.75	"medium"	-0.865147783251231	5	1	5	2.66666666666667	5.16666666666667	1	"Not at all"	1	4.66666666666667	1.66666666666667
"437"	"R_3Rq596M3rrSnHyK"	"EN"	29	"Male"	""	"Caucasian"	""	"Agnostic"	""	"Somewhat religious"	"Yes, definitely"	-50	-50	1	1	1	1	1	1	1	1	"4 Definitely Agree"	"2 Slightly Disagree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	"1 Definitely Disagree"	"4 Definitely Agree"	"1 Definitely Disagree"	7	7	7	1	1	1	"Liberal"	7	7	7	7	7	7	"Not at all"	"Strongly pro life"	"Strongly pro gun"	""	""	""	""	"infite"	"infinite"	"infinite"	"10000"	""	"0"	"1"	"3414469"	"reps"	105	1	"low"	-1.61514778325123	-5	0	7	1	7	1	"Not at all"	1	7	7
"660"	"R_3lVx2J9XyJXjRgU"	"EN"	63	"Male"	""	"Caucasian"	""	"Christianity"	""	"Deeply religious"	"Yes, definitely"	50	50	1	1	1	1	7	2	2	1	"3 Slightly Agree"	"3 Slightly Agree"	"1 Definitely Disagree"	"3 Slightly Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	2	2	2	7	7	7	"Conservative"	1	1	1	7	7	7	"Not at all"	"Strongly pro life"	"Strongly pro gun"	""	""	""	""	"0"	"0"	"0"	"0"	"very thought-provoking survey, never seen one like it! very challenging as well, thank you!"	"0"	"1"	"5721568"	"reps"	106	2	"medium"	-0.615147783251231	5	1	2	7	1.5	1	"Not at all"	1	1	7
"529"	"R_3jSr1Cj4FmHBfhj"	"EN"	37	"Male"	""	"Caucasian"	""	"Christianity"	""	"Somewhat religious"	"Yes, definitely"	42	15	3	2	2	2	4	5	4	3	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"4 Definitely Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	1	1	2	7	6	7	"Liberal"	1	1	6	7	6	7	"Not at all"	"Pro life"	"Neutral"	""	""	""	""	"5"	"infinite"	"infinite"	"infinite"	""	"1"	"1"	"825014"	"reps"	107	3.125	"medium"	0.509852216748769	2.85	1	1.33333333333333	6.66666666666667	1.33333333333333	-1	"Not at all"	1	2.66666666666667	6.66666666666667
"436"	"R_1oIpPlqwVFrSFxm"	"EN"	33	"Female"	""	"Caucasian"	""	"Christianity"	""	"Somewhat religious"	"Yes, probably"	3	-6	2	2	2	2	2	2	2	2	"1 Definitely Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"2 Slightly Disagree"	"1 Definitely Disagree"	"3 Slightly Agree"	"2 Slightly Disagree"	3	3	3	5	5	5	"Conservative"	3	3	3	5	5	5	"5"	"Pro life"	"Pro gun"	""	""	""	""	"2"	"5"	"500"	"500"	""	"0"	"1"	"3082682"	"reps"	108	2	"medium"	-0.615147783251231	-0.15	1	3	5	3	1	"5"	2	3	5
"434"	"R_AAQTUwJNH49dFbH"	"EN"	29	"Female"	""	"Caucasian"	""	"Christianity"	""	"Quite religious"	"Yes, definitely"	-13	37	3	2	6	3	3	3	3	4	"4 Definitely Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"3 Slightly Agree"	"1 Definitely Disagree"	"3 Slightly Agree"	"4 Definitely Agree"	"2 Slightly Disagree"	5	5	5	5	3	2	"Conservative"	5	5	5	5	3	2	"5"	"Strongly pro life"	"Pro gun"	""	""	""	""	"1"	"1"	"1"	"1"	""	"0"	"1"	"4169745"	"reps"	109	3.375	"high"	0.759852216748769	1.2	1	5	3.33333333333333	4.83333333333333	1	"5"	2	5	3.33333333333333
"531"	"R_sqdifDBBmE2Obnj"	"EN"	47	"Male"	""	"Caucasian"	""	"Spiritual, but not affiliated with an organized religion"	""	"Somewhat religious"	"Yes, probably"	50	50	3	1	2	2	6	4	3	2	"3 Slightly Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	1	1	1	7	4	7	"Conservative"	1	1	1	7	7	7	"Not at all"	"Strongly pro life"	"Strongly pro gun"	""	""	""	""	"1"	"1"	"1"	"1"	"I consider my life valuable, but so are other. "	"0"	"1"	"328496"	"reps"	110	2.875	"medium"	0.259852216748769	5	1	1	6	1.5	1	"Not at all"	1	1	7
"461"	"R_1Gv34ElcObgeLOL"	"EN"	34	"Male"	""	"Caucasian"	""	"Christianity"	""	"Deeply religious"	"Yes, definitely"	50	50	7	7	7	7	7	7	7	3	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"1 Definitely Disagree"	3	1	1	6	5	5	"Liberal"	5	1	3	3	5	5	"5"	"Strongly pro life"	"Strongly pro gun"	"1 Billion"	"infinite"	"infinite"	"infinite"	""	""	""	""	""	"1"	"0"	"8678715"	"reps"	111	6.5	"high"	3.88485221674877	5	1	1.66666666666667	5.33333333333333	2.16666666666667	-1	"5"	2	3	4.33333333333333
"419"	"R_2rMaR05isPuzEGn"	"EN"	66	"Female"	""	"Caucasian"	""	"Christianity"	""	"Somewhat religious"	"Yes, probably"	35	30	5	4	5	4	3	5	3	2	"1 Definitely Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"2 Slightly Disagree"	"4 Definitely Agree"	"1 Definitely Disagree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"4 Definitely Agree"	5	4	5	6	3	4	"Conservative"	5	3	4	3	4	3	"To some extent"	"Strongly pro life"	"Strongly pro gun"	"10"	"20"	"5"	"25"	""	""	""	""	"I am selfish. I am also human."	"0"	"0"	"1974422"	"reps"	112	3.875	"high"	1.25985221674877	3.25	1	4.66666666666667	4.33333333333333	4.16666666666667	1	"To some extent"	4	4	3.33333333333333
"990"	"R_3p9j0ejMKdS9sKa"	"EN"	29	"Female"	""	"Caucasian"	""	"Spiritual, but not affiliated with an organized religion"	""	"Not at all religious"	"Yes, definitely"	50	50	1	1	1	1	1	1	1	1	"1 Definitely Disagree"	"4 Definitely Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"1 Definitely Disagree"	1	1	6	7	7	7	"Conservative"	1	1	2	7	7	7	"Not at all"	"Strongly pro life"	"Strongly pro gun"	""	""	""	""	"infinite"	"infinite"	"infinite"	"infinite"	"none"	"0"	"1"	"5039886"	"reps"	113	1	"low"	-1.61514778325123	5	1	2.66666666666667	7	1.83333333333333	1	"Not at all"	1	1.33333333333333	7
"453"	"R_2f234XfHZJvPAJA"	"EN"	54	"Female"	""	"Caucasian"	""	"Christianity"	""	"Somewhat religious"	"Yes, definitely"	50	50	4	1	4	1	6	4	4	4	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"2 Slightly Disagree"	"1 Definitely Disagree"	"3 Slightly Agree"	"2 Slightly Disagree"	3	2	2	6	4	2	"Liberal"	5	4	5	6	4	5	"To some extent"	"Strongly pro life"	"Strongly pro gun"	"0"	"ifinite"	"infinite"	"infinite"	""	""	""	""	"Interesting"	"1"	"0"	"1295564"	"reps"	114	3.5	"high"	0.884852216748769	5	1	2.33333333333333	4	3.16666666666667	-1	"To some extent"	4	4.66666666666667	5
"436"	"R_2zkHK0m6ltK0iL0"	"EN"	27	"Female"	""	"Caucasian"	""	"Christianity"	""	"Quite religious"	"Yes, definitely"	29	30	3	4	3	3	5	3	3	2	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	2	3	4	6	5	5	"Conservative"	3	3	5	5	4	5	"5"	"Pro choice"	"Strongly pro gun"	"100"	"1000"	"50"	"10"	""	""	""	""	""	"0"	"0"	"7640341"	"reps"	115	3.25	"high"	0.634852216748769	2.95	1	3	5.33333333333333	2.83333333333333	1	"5"	2	3.66666666666667	4.66666666666667
"355"	"R_08tFihqdpBB6mbv"	"EN"	44	"Female"	""	"Caucasian"	""	"Atheist"	""	"Not at all religious"	"Unsure"	20	34	1	1	1	1	1	7	1	1	"1 Definitely Disagree"	"3 Slightly Agree"	"4 Definitely Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	"1 Definitely Disagree"	"4 Definitely Agree"	"2 Slightly Disagree"	5	4	2	6	3	3	"Liberal"	5	4	2	6	3	4	"5"	"Pro choice"	"Anti gun"	""	""	""	""	"0"	"0"	"0"	"0"	""	"1"	"1"	"624388"	"reps"	116	1.75	"medium"	-0.865147783251231	2.7	1	3.66666666666667	4	3.83333333333333	-1	"5"	2	3.66666666666667	4.33333333333333
"777"	"R_3rNdimmBLFnVKHE"	"EN"	49	"Female"	""	"Caucasian"	""	"Christianity"	""	"Deeply religious"	"Yes, definitely"	37	47	2	1	1	1	2	2	1	1	"2 Slightly Disagree"	"4 Definitely Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"4 Definitely Agree"	"2 Slightly Disagree"	3	3	3	6	3	4	"Liberal"	5	3	5	6	5	5	"To some extent"	"Strongly pro life"	"Pro gun"	""	""	""	""	"0"	"100"	"100"	"0"	""	"1"	"1"	"5957983"	"reps"	117	1.375	"low"	-1.24014778325123	4.2	1	3	4.33333333333333	3.33333333333333	-1	"To some extent"	4	4.33333333333333	5.33333333333333
"561"	"R_1lnjlXueh6KKSwL"	"EN"	58	"Female"	""	"Caucasian"	""	"Christianity"	""	"Somewhat religious"	"Yes, definitely"	-18	39	3	4	2	2	7	4	6	2	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"2 Slightly Disagree"	"2 Slightly Disagree"	4	2	2	7	6	6	"Conservative"	4	3	1	6	5	6	"To a large extent"	"Strongly pro life"	"Neutral"	""	""	""	""	"infinite"	"infinite"	"infinite"	"infinite"	""	"0"	"1"	"5642016"	"reps"	118	3.75	"high"	1.13485221674877	1.05	1	2.66666666666667	6.33333333333333	2.16666666666667	1	"To a large extent"	7	2.66666666666667	5.66666666666667
"513"	"R_3R7t1KHi52TmwtT"	"EN"	38	"Female"	""	"Caucasian"	""	"Christianity"	""	"Quite religious"	"Yes, definitely"	10	-12	5	5	3	1	1	1	1	1	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	"1 Definitely Disagree"	"4 Definitely Agree"	"3 Slightly Agree"	"1 Definitely Disagree"	1	1	1	7	7	7	"Conservative"	1	1	4	7	7	7	"Not at all"	"Strongly pro life"	"Strongly anti gun"	"1"	"1"	"1"	"1"	""	""	""	""	""	"0"	"0"	"4527242"	"reps"	119	2.25	"medium"	-0.365147783251231	-0.1	1	1	7	1	1	"Not at all"	1	2	7
"485"	"R_XnpSVWDG7lcblXX"	"EN"	34	"Female"	""	"Caucasian"	""	"Christianity"	""	"Quite religious"	"Yes, definitely"	50	50	4	1	1	2	2	2	1	1	"4 Definitely Agree"	"3 Slightly Agree"	"1 Definitely Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"2 Slightly Disagree"	1	1	3	6	6	4	"Conservative"	1	7	4	5	6	4	"To some extent"	"Strongly pro life"	"Pro gun"	"infinite"	"infinite"	"1000000"	"1000000"	""	""	""	""	""	"0"	"0"	"9935301"	"reps"	120	1.75	"medium"	-0.865147783251231	5	1	1.66666666666667	5.33333333333333	2.16666666666667	1	"To some extent"	4	4	5
"576"	"R_31ypeC77rYTBbTg"	"EN"	46	"Female"	""	"Caucasian"	""	"Christianity"	""	"Somewhat religious"	"Yes, definitely"	42	34	1	1	1	1	1	1	1	1	"3 Slightly Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	"3 Slightly Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	2	2	1	7	7	7	"Conservative"	1	2	1	7	7	7	"Not at all"	"Strongly pro life"	"Pro gun"	""	""	""	""	"infinite"	"0"	"0"	"0"	""	"0"	"1"	"2998677"	"reps"	121	1	"low"	-1.61514778325123	3.8	1	1.66666666666667	7	1.33333333333333	1	"Not at all"	1	1.33333333333333	7
"465"	"R_3EsNQm8VPhAppxo"	"EN"	39	"Male"	""	"Other:"	""	"Christianity"	""	"Quite religious"	"Yes, definitely"	0	0	1	1	1	1	1	1	1	1	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	4	4	4	4	4	4	"Liberal"	4	4	4	4	4	4	"5"	"Strongly pro life"	"Neutral"	"infinite"	"infinite"	"infinite"	"infinite"	""	""	""	""	""	"1"	"0"	"9181813"	"reps"	122	1	"low"	-1.61514778325123	0	1	4	4	4	-1	"5"	2	4	4
"196"	"R_3sssj4DOz1IaUK6"	"EN"	26	"Male"	""	"Caucasian"	""	"Christianity"	""	"Somewhat religious"	"Yes, definitely"	1	50	5	5	2	3	6	5	2	3	"2 Slightly Disagree"	"3 Slightly Agree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"4 Definitely Agree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"1 Definitely Disagree"	1	1	1	7	7	7	"Liberal"	1	1	1	7	7	7	"Not at all"	"Pro life"	"Strongly pro gun"	""	""	""	""	"infinite"	"infinite"	"infinite"	"infinite"	""	"1"	"1"	"12037"	"reps"	123	3.875	"high"	1.25985221674877	2.55	1	1	7	1	-1	"Not at all"	1	1	7
"451"	"R_27rhV13T66Z8H6W"	"EN"	27	"Female"	""	"Caucasian"	""	"Christianity"	""	"Quite religious"	"Yes, definitely"	24	29	5	2	2	2	6	4	4	3	"3 Slightly Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"4 Definitely Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	4	4	5	7	4	5	"Liberal"	4	4	5	6	5	5	"Not at all"	"Pro life"	"Pro gun"	"5"	"0"	"1"	"1"	""	""	""	""	""	"1"	"0"	"6574965"	"reps"	124	3.5	"high"	0.884852216748769	2.65	1	4.33333333333333	5.33333333333333	3.5	-1	"Not at all"	1	4.33333333333333	5.33333333333333
"533"	"R_1mRBxqKxZCQnzFV"	"EN"	27	"Female"	""	"Caucasian"	""	"Christianity"	""	"Deeply religious"	"Yes, definitely"	24	29	4	2	3	2	4	4	4	2	"3 Slightly Agree"	"1 Definitely Disagree"	"1 Definitely Disagree"	"1 Definitely Disagree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"4 Definitely Agree"	"2 Slightly Disagree"	"3 Slightly Agree"	1	1	1	7	6	6	"Liberal"	2	1	1	7	6	6	"Not at all"	"Strongly pro life"	"Strongly pro gun"	"infinite"	"infinite"	"infinite"	"infinite"	""	""	""	""	""	"1"	"0"	"9030058"	"reps"	125	3.125	"medium"	0.509852216748769	2.65	1	1	6.33333333333333	1.33333333333333	-1	"Not at all"	1	1.33333333333333	6.33333333333333
"328"	"R_6xSPRzNSVatMfo5"	"EN"	34	"Female"	""	"Caucasian"	""	"Christianity"	""	"Deeply religious"	"Yes, definitely"	29	50	7	7	7	3	6	6	7	6	"4 Definitely Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	"4 Definitely Agree"	"4 Definitely Agree"	"2 Slightly Disagree"	1	2	4	7	7	7	"Conservative"	1	7	1	7	7	7	"Not at all"	"Strongly pro choice"	"Strongly pro gun"	""	""	""	""	"1"	"1"	"1"	"1"	""	"0"	"1"	"9691918"	"reps"	127	6.125	"high"	3.50985221674877	3.95	1	2.33333333333333	7	1.66666666666667	1	"Not at all"	1	3	7
"633"	"R_1Nbj2yPUqVZaHlS"	"EN"	40	"Female"	""	"Caucasian"	""	"Christianity"	""	"Somewhat religious"	"Yes, definitely"	42	46	5	4	3	5	5	5	4	2	"2 Slightly Disagree"	"3 Slightly Agree"	"1 Definitely Disagree"	"3 Slightly Agree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"1 Definitely Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	5	5	5	5	3	4	"Conservative"	5	5	5	5	3	4	"5"	"Strongly pro life"	"Strongly pro gun"	""	""	""	""	"1000000"	"infinite"	"infinite"	"infinite"	""	"0"	"1"	"6047680"	"reps"	128	4.125	"high"	1.50985221674877	4.4	1	5	4	4.5	1	"5"	2	5	4
"301"	"R_1rIiJIIgULnFSXr"	"EN"	25	"Male"	""	"Asian"	""	"Atheist"	""	"Not at all religious"	"No, definitely not"	0	0	7	7	7	7	7	7	7	7	"1 Definitely Disagree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	"1 Definitely Disagree"	"4 Definitely Agree"	"1 Definitely Disagree"	1	1	1	7	7	7	"Conservative"	1	1	1	7	7	7	"Not at all"	"Strongly pro choice"	"Neutral"	""	""	""	""	"infinite"	"infinite"	"infinite"	"infinite"	""	"0"	"1"	"5143334"	"reps"	129	7	"high"	4.38485221674877	0	1	1	7	1	1	"Not at all"	1	1	7
"591"	"R_2Btc98dDareOtqf"	"EN"	71	"Female"	""	"Caucasian"	""	"Christianity"	""	"Quite religious"	"Yes, definitely"	6	-2	1	1	2	2	1	1	2	2	"2 Slightly Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	"1 Definitely Disagree"	"3 Slightly Agree"	"2 Slightly Disagree"	2	2	2	5	6	6	"Liberal"	2	3	3	6	6	5	"6"	"Pro choice"	"Pro gun"	""	""	""	""	"infinite"	"5"	"6"	"8"	"interesting survey"	"1"	"1"	"1153737"	"reps"	130	1.5	"low"	-1.11514778325123	0.2	1	2	5.66666666666667	2.16666666666667	-1	"6"	3	2.66666666666667	5.66666666666667
"316"	"R_3PFCXICcb3Y3FVI"	"EN"	40	"Male"	""	"Caucasian"	""	"Christianity"	""	"Quite religious"	"Yes, definitely"	50	37	3	1	2	2	3	3	3	2	"3 Slightly Agree"	"2 Slightly Disagree"	"1 Definitely Disagree"	"2 Slightly Disagree"	"1 Definitely Disagree"	"2 Slightly Disagree"	"1 Definitely Disagree"	"1 Definitely Disagree"	"2 Slightly Disagree"	"2 Slightly Disagree"	1	1	1	7	7	7	"Liberal"	1	1	1	7	7	7	"Not at all"	"Pro life"	"Strongly pro gun"	""	""	""	""	"2"	"2"	"1"	"1"	""	"1"	"1"	"3574668"	"reps"	131	2.375	"medium"	-0.240147783251231	4.35	1	1	7	1	-1	"Not at all"	1	1	7
"585"	"R_XprRiiw4M0LX9BL"	"EN"	21	"Female"	""	"Caucasian"	""	"Christianity"	""	"Somewhat religious"	"Unsure"	-13	39	6	5	4	5	6	2	4	5	"3 Slightly Agree"	"1 Definitely Disagree"	"1 Definitely Disagree"	"2 Slightly Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"1 Definitely Disagree"	"4 Definitely Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	5	6	4	5	2	1	"Conservative"	6	6	6	5	2	4	"To some extent"	"Strongly pro choice"	"Pro gun"	""	""	""	""	"100,000"	"55,000"	"500,000"	"45,000"	""	"1"	"1"	"7559177"	"reps"	132	4.625	"high"	2.00985221674877	1.3	0	5	2.66666666666667	5.16666666666667	-1	"To some extent"	4	6	3.66666666666667
"385"	"R_3rYWzzunX2Y2WV6"	"EN"	47	"Female"	""	"Caucasian"	""	"Other"	"judaism"	"Somewhat religious"	"Yes, definitely"	50	-30	6	4	3	3	7	7	4	2	"1 Definitely Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	"4 Definitely Agree"	"3 Slightly Agree"	"2 Slightly Disagree"	6	5	6	2	6	3	"Conservative"	4	5	6	5	6	3	"To some extent"	"Pro choice"	"Pro gun"	""	""	""	""	"infinite"	"infinite"	"none"	"infinite"	"very deep and would take a lot of real thought to actually think more about"	"0"	"1"	"8766299"	"reps"	133	4.5	"high"	1.88485221674877	1	1	5.66666666666667	3.66666666666667	5	1	"To some extent"	4	5	4.66666666666667
"677"	"R_yF3vbaDt2T4hdOV"	"EN"	46	"Female"	""	"Caucasian"	""	"Christianity"	""	"Somewhat religious"	"Yes, probably"	31	0	2	2	2	2	2	2	2	2	"2 Slightly Disagree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"1 Definitely Disagree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"2 Slightly Disagree"	"1 Definitely Disagree"	"2 Slightly Disagree"	"2 Slightly Disagree"	2	2	2	7	7	7	"Liberal"	2	2	2	7	7	7	"Not at all"	"Pro choice"	"Strongly pro gun"	"2"	"infinite"	"infinite"	"1"	""	""	""	""	""	"1"	"0"	"5217121"	"reps"	134	2	"medium"	-0.615147783251231	1.55	1	2	7	1.5	-1	"Not at all"	1	2	7
"627"	"R_2ALsqSJ1fMemNnH"	"EN"	55	"Male"	""	"Caucasian"	""	"Christianity"	""	"Somewhat religious"	"Unsure"	10	-11	2	2	2	2	6	3	3	2	"3 Slightly Agree"	"2 Slightly Disagree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	"3 Slightly Agree"	"3 Slightly Agree"	"1 Definitely Disagree"	2	1	1	6	6	6	"Liberal"	2	1	1	6	6	6	"Not at all"	"Strongly pro choice"	"Pro gun"	"10"	"infinite"	"infinite"	"infinite"	""	""	""	""	""	"1"	"0"	"6773036"	"reps"	135	2.75	"medium"	0.134852216748769	-0.05	1	1.33333333333333	6	1.66666666666667	-1	"Not at all"	1	1.33333333333333	6
"309"	"R_3iw2jiqiKJdLS2a"	"EN"	41	"Female"	""	"Caucasian"	""	"Atheist"	""	"Not at all religious"	"No, definitely not"	50	50	4	1	1	1	7	7	7	4	"4 Definitely Agree"	"3 Slightly Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"3 Slightly Agree"	"4 Definitely Agree"	"1 Definitely Disagree"	"1 Definitely Disagree"	"3 Slightly Agree"	"1 Definitely Disagree"	1	1	4	7	7	7	"Liberal"	1	4	1	7	7	7	"Not at all"	"Strongly pro choice"	"Strongly pro gun"	"infinite"	"infinite"	"infinite"	"infinite"	""	""	""	""	""	"1"	"0"	"4341282"	"reps"	136	4	"high"	1.38485221674877	5	1	2	7	1.5	-1	"Not at all"	1	2	7
