StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,age,sex,sex_3_TEXT,eth,eth_9_TEXT,rel,rel_8_TEXT,conLib_1,conLib_2,sdo_1,sdo_2,sdo_3,sdo_4,sdo_5,sdo_6,sdo_7,sdo_8,sdo_9,sdo_10,sdo_11,sdo_12,sdo_13,sdo_14,sdo_15,sdo_16,sinc_1,introspectiveness_1,introspectiveness_2,introspectiveness_3,introspectiveness_4,introspectiveness_5,introspectiveness_6,introspectiveness_7,introspectiveness_8,introspectiveness_9,introspectiveness2_1,introspectiveness2_2,hon_hum_1,hon_hum_2,hon_hum_3,hon_hum_4,hon_hum_5,hon_hum_6,hon_hum_7,hon_hum_8,hon_hum_9,hon_hum_10,JSS_1,JSS_2,JSS_3,JSS_4,JSS_5,JSS_6,JSS_7,JSS_8,beth_1,beth_2,beth_3,beth_4,bethSym1_4,stanley_1,stanley_2,stanley_3,stanley_4,stanleySym1_1,tina_1,tina_2,tina_3,tina_4,tinaSym1_1,speaker_1,speaker_2,speaker_3,speaker_4,speakerSym1_1,bethCheck,bethSRel,bethSwitch_1,bethSwitch_2,bethSwitch_3,bethSwitch_4,bethSym2_1,stanleyCheck,stanleySRel,stanleySwitch_1,stanleySwitch_2,stanleySwitch_3,stanleySwitch_4,stanleySym2_1,tinaCheck,tinaSRel,tinaSwitch_1,tinaSwitch_2,tinaSwitch_3,tinaSwitch_4,tinaSym2_1,speakerCheck,speakerSRel,speakerSwitch_1,speakerSwitch_2,speakerSwitch_3,speakerSwitch_4,speakerSym2_1,coin,bot,box,leftFirst,order,mTurkCode
2019-06-18 16:57:02,2019-06-18 17:05:54,0,100,531,1,2019-06-18 17:05:55,R_ZwR0Mkhl7fsGmxX,anonymous,EN,26,1,,1,,1,,44,45,7,6,7,7,3,6,6,6,6,5,5,3,4,4,5,3,7,7,5,6,7,6,1,5,6,1,4,4,9,12,14,13,13,14,13,12,9,8,8,8,8,8,8,8,8,8,5,7,6,2,80,7,5,6,6,81,3,5,5,1,24,2,3,1,2,100,1,10,6,5,7,2,62,3,9,3,2,2,1,32,1,5,5,6,5,5,19,3,6,1,2,1,1,-39,9,Oat meal,N/A,0,12,5654111
2019-06-18 16:55:46,2019-06-18 17:05:56,0,100,610,1,2019-06-18 17:05:56,R_BK83xAWZIAUB1kJ,anonymous,EN,34,1,,1,,6,,-28,-50,1,1,1,1,7,7,7,1,1,1,1,1,7,7,7,7,6,4,3,5,4,4,6,5,4,4,3,2,11,8,9,8,10,11,10,8,10,8,9,11,10,11,9,8,9,8,4,5,4,5,20,1,6,6,2,45,6,6,3,5,-20,6,6,4,3,0,3,4,4,5,4,5,0,2,5,1,6,6,2,0,1,1,5,6,2,6,17,1,7,7,7,6,2,-61,6,Pizza,,1,8,9469183
2019-06-18 16:56:25,2019-06-18 17:05:56,0,100,570,1,2019-06-18 17:05:57,R_2VNMaUpfbLB10Ts,anonymous,EN,50,2,,1,,7,,-15,-11,4,4,4,4,4,4,5,5,4,4,3,4,4,4,4,5,4,4,4,4,5,4,3,3,4,4,2,3,10,11,11,11,11,12,11,11,13,11,10,11,10,11,11,11,10,10,5,4,3,4,16,3,5,4,4,-13,4,3,4,3,-22,4,4,5,3,12,1,5,4,5,5,4,12,3,6,3,5,4,4,-13,1,4,4,4,4,3,-2,1,3,4,5,3,4,-7,7,Pizza,,0,5,2982530
2019-06-18 16:57:23,2019-06-18 17:05:57,0,100,514,1,2019-06-18 17:05:58,R_3lYqDdMKOaSvCfH,anonymous,EN,31,2,,1,,7,,-50,-50,1,1,1,1,7,7,7,7,1,1,1,7,7,7,7,7,6,5,5,5,5,5,2,4,6,4,3,3,9,9,13,8,13,13,10,8,12,9,12,12,13,13,13,12,11,11,6,6,2,5,-17,3,2,4,6,-50,3,1,5,3,-84,6,3,5,2,-83,1,4,6,6,2,3,22,3,4,3,2,4,6,-11,1,5,5,6,5,5,76,2,4,1,3,5,3,76,9,My favorite food is pizza,,0,5,1312704
2019-06-18 16:48:27,2019-06-18 17:05:59,0,100,1052,1,2019-06-18 17:06:00,R_2bVNGPHe8iMPeiE,anonymous,EN,25,1,,3,,6,,-26,-25,2,4,4,1,6,6,6,6,3,3,2,2,6,6,5,5,6,5,4,4,3,3,2,2,6,2,2,2,9,14,11,9,12,9,14,12,10,13,11,12,11,11,9,9,9,9,3,5,6,6,-15,4,6,6,2,26,3,3,4,4,-76,4,5,6,3,8,3,5,4,5,6,6,-19,2,4,6,6,6,2,1,2,3,6,4,6,5,69,1,1,3,6,6,2,-47,9,My favorite food is spaghetti.,,1,4,1512863
2019-06-18 16:54:05,2019-06-18 17:06:19,0,100,733,1,2019-06-18 17:06:19,R_3mmaXAonLOmeEyN,anonymous,EN,55,1,,1,,7,,-50,-50,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,5,5,2,3,3,2,1,6,7,3,3,2,10,14,13,8,12,9,10,9,10,14,8,9,13,9,8,8,8,9,6,7,6,7,74,1,5,2,3,95,7,6,5,7,100,1,5,6,3,100,2,9,7,7,3,6,-40,2,5,1,5,2,2,-75,2,6,3,2,6,7,-100,1,4,7,5,2,2,-100,8,burrito,none,1,9,3317913
2019-06-18 16:57:38,2019-06-18 17:06:38,0,100,539,1,2019-06-18 17:06:38,R_1ist8pcl6FF3V2j,anonymous,EN,30,2,,1,,1,,13,-17,1,1,2,1,6,6,6,2,1,2,2,1,6,6,6,5,5,5,4,4,4,5,3,2,3,3,3,3,12,10,12,9,9,12,9,10,12,9,9,9,9,9,11,11,12,10,4,3,4,3,-5,5,3,6,4,-28,4,2,4,3,-32,4,3,3,4,-26,3,7,4,2,2,4,-14,3,8,5,5,4,5,-13,1,4,3,3,3,3,-13,2,3,5,4,2,4,-6,7,My favorite food is tacos. They are awesome.,it was fun thanks so much,0,4,8314749
2019-06-18 16:52:16,2019-06-18 17:06:40,0,100,863,1,2019-06-18 17:06:40,R_d4srq4BI55W7gtj,anonymous,EN,36,2,,1,,1,,2,0,1,4,4,2,4,4,4,4,4,2,4,4,4,4,4,4,6,5,5,5,5,5,5,5,5,4,3,3,10,12,12,10,12,10,11,10,11,11,10,10,10,10,11,10,10,11,4,5,4,4,5,4,4,4,4,-4,5,5,5,5,0,4,5,4,4,3,1,7,5,4,4,4,1,3,7,4,4,4,4,3,1,4,4,4,5,4,0,2,4,4,4,4,4,0,7,bananas,,0,20,2600747
2019-06-18 16:51:25,2019-06-18 17:07:28,0,100,962,1,2019-06-18 17:07:29,R_ypSxS158Zzt34rL,anonymous,EN,31,1,,2,,7,,-40,-50,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,6,6,1,3,4,4,4,4,4,5,3,3,2,14,9,8,8,8,13,13,8,14,9,12,12,13,13,13,13,14,14,6,7,2,4,-63,4,2,1,6,-89,3,4,6,1,-52,5,7,7,1,-90,1,5,5,5,4,3,-5,3,4,4,2,2,6,-32,1,4,4,4,6,4,0,2,5,2,4,4,4,54,7,Pizza,,0,15,5888973
2019-06-18 16:51:27,2019-06-18 17:07:34,0,100,966,1,2019-06-18 17:07:34,R_1QfoRp5R8ERA8PC,anonymous,EN,34,2,,1,,6,,-5,-8,1,2,2,1,6,7,5,1,2,2,2,5,6,6,6,5,5,6,5,5,5,5,3,3,3,2,3,4,10,12,10,9,9,10,12,9,10,10,12,12,12,12,10,10,11,12,5,4,3,5,0,3,3,4,5,-22,3,3,5,3,-11,5,6,6,3,-59,1,4,5,4,4,4,0,3,5,5,3,3,5,43,1,2,3,3,5,3,0,2,7,1,3,3,4,82,7,enchiladas,,0,22,6568294
2019-06-18 16:48:34,2019-06-18 17:07:37,0,100,1143,1,2019-06-18 17:07:38,R_1rw6fbl2wdfg4TK,anonymous,EN,29,2,,9,White/Black,6,,-50,-12,1,2,4,1,6,7,7,6,2,2,1,3,6,6,6,6,6,7,6,7,6,6,1,6,5,5,4,5,9,14,12,10,13,8,12,11,9,14,10,10,12,11,10,12,12,9,5,5,5,7,15,2,6,6,5,-20,6,6,7,6,-5,2,6,3,5,-10,3,7,6,6,5,5,-10,2,6,2,5,3,6,-20,2,6,7,7,7,4,60,1,3,2,6,2,6,-5,7,sushi,"I consider myself a progressive and a liberal, but as a biracial woman who has lived in several different countries, I find the American progressive emphasis on multiculturalism to be shallow and lacking in objectivity. I greatly value and prefer Western culture, in spite of some of its faults. Additionally, I find the over sensitivity towards sexism and racism to be destructive in the efforts to open constructive dialogues with people who think differently than us. For those reasons, my answers may not seem consistent with those of other liberals.",1,21,3962989
2019-06-18 16:58:20,2019-06-18 17:07:44,0,100,563,1,2019-06-18 17:07:44,R_aXbhuSLmdNyyvE5,anonymous,EN,37,2,,1,,7,,-50,-50,2,2,2,2,6,6,6,6,2,2,2,2,6,6,6,6,4,2,2,2,2,2,2,2,2,2,2,2,13,9,13,9,9,13,9,9,13,9,11,11,11,11,13,13,13,13,4,4,2,2,-84,6,4,4,4,-82,6,6,5,2,-2,4,6,4,4,-82,1,7,4,6,2,2,92,3,7,4,4,4,4,0,1,4,6,6,6,4,84,2,7,2,6,6,4,97,7,Potatoes,,0,8,5732570
2019-06-18 16:57:28,2019-06-18 17:07:51,0,100,623,1,2019-06-18 17:07:52,R_2XpqbcpoKtj7GQ6,anonymous,EN,49,2,,1,,1,,-31,-32,2,3,4,2,6,6,6,6,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,14,8,13,8,8,14,8,8,14,8,12,12,12,12,12,12,13,11,4,4,4,6,0,4,2,4,4,0,6,6,6,6,0,2,4,4,5,0,3,4,4,4,4,5,0,2,4,4,3,4,4,0,2,1,5,6,4,6,0,1,1,3,4,4,4,0,6,pizza,,1,24,4229219
2019-06-18 16:53:33,2019-06-18 17:07:58,0,100,865,1,2019-06-18 17:07:58,R_3PRmnJOgFZNGsWW,anonymous,EN,26,2,,4,,7,,0,-24,4,3,3,2,7,6,6,6,2,2,1,2,7,6,7,7,5,5,6,6,6,7,4,5,4,4,4,4,13,8,11,9,8,13,13,11,14,8,10,10,12,11,11,11,13,13,4,4,3,5,0,5,5,5,4,0,6,4,5,4,-10,5,6,6,4,-10,1,6,4,4,3,5,0,3,6,5,5,6,2,0,1,3,6,4,5,4,41,2,4,1,5,5,4,60,8,Mushroom Pizza,,0,22,2843488
2019-06-18 16:57:28,2019-06-18 17:08:16,0,100,647,1,2019-06-18 17:08:16,R_2ASRhSOcTdM0QyA,anonymous,EN,29,1,,1,,5,,-50,-50,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,6,6,7,7,6,6,4,5,6,5,4,4,14,14,14,8,8,10,9,8,14,11,9,10,11,12,13,13,14,14,6,6,3,4,15,2,6,5,2,21,3,2,7,2,-10,1,6,4,2,100,3,5,6,7,2,2,-19,2,5,1,5,5,2,-15,1,4,3,6,7,2,11,1,3,2,7,7,2,-100,6,"I don't really have favorite foods, but I think I'm going to have egg salad for lunch.",,1,10,2240907
2019-06-18 16:50:23,2019-06-18 17:08:18,0,100,1074,1,2019-06-18 17:08:18,R_9NwlktbW7yvu5MJ,anonymous,EN,29,1,,1,,7,,-50,-50,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,6,5,5,5,5,4,3,5,5,4,4,4,11,13,11,9,9,11,12,10,13,9,11,10,10,10,12,12,12,12,6,6,2,2,20,3,6,6,3,-30,2,4,6,4,-19,4,5,3,5,-17,1,4,6,6,2,2,-19,3,4,2,6,6,2,-26,1,1,4,4,6,4,-12,1,1,4,6,3,5,-28,7,Pizza,,0,13,1664663
2019-06-18 16:54:23,2019-06-18 17:08:18,0,100,835,1,2019-06-18 17:08:19,R_1QF9q3gso2WL9ft,anonymous,EN,35,1,,1,,7,,-37,-40,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,6,4,3,3,3,3,4,4,4,4,3,2,11,12,11,10,12,10,11,10,10,11,10,10,12,11,12,12,13,12,5,5,5,5,0,6,2,5,2,0,6,4,2,7,0,3,6,4,3,0,3,4,5,5,5,5,0,2,4,5,2,5,2,0,1,1,6,4,2,6,0,1,1,2,6,4,2,0,9,My favorite food is a pulled pork sandwich.,,1,17,9495252
2019-06-18 16:48:15,2019-06-18 17:08:29,0,100,1214,1,2019-06-18 17:08:30,R_sLvnuesFHBvcBQ5,anonymous,EN,39,1,,4,,1,,-38,-37,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,6,5,5,5,5,4,4,5,4,5,3,3,12,9,11,10,9,13,11,11,12,9,11,11,12,12,12,12,13,13,5,5,3,4,-35,3,5,5,4,0,5,5,5,4,-15,6,5,4,2,-78,1,8,3,4,5,3,31,3,8,2,6,4,4,0,1,5,6,5,4,5,43,2,5,2,3,2,4,38,6,Pizza,No comment,0,2,1210608
2019-06-18 16:56:04,2019-06-18 17:08:32,0,100,748,1,2019-06-18 17:08:32,R_3koL0MlcFMf9oH9,anonymous,EN,59,2,,1,,6,,-50,-50,1,1,1,1,7,7,6,6,1,1,1,1,7,7,7,7,5,4,4,4,4,4,5,3,3,3,2,2,12,8,13,8,9,13,9,8,13,8,8,8,12,11,10,10,11,11,7,7,1,1,-20,6,1,1,7,-80,5,4,6,5,-40,6,6,7,2,-47,1,8,7,7,1,1,3,3,4,6,1,6,7,-6,1,5,5,4,5,3,-1,2,1,4,6,7,2,-24,6,Pot roast,"Interesting and well designed, thank you.",0,10,4507292
2019-06-18 16:59:00,2019-06-18 17:08:35,0,100,575,1,2019-06-18 17:08:36,R_pDGoL8eTCdDYzst,anonymous,EN,26,2,,9,biracial,7,,-50,-50,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,6,7,6,7,7,5,1,5,5,5,4,3,13,8,13,8,9,14,8,8,13,8,8,8,13,12,14,13,14,14,7,7,1,7,-30,5,3,2,5,-40,6,4,7,3,-20,6,7,7,1,-100,1,4,7,7,1,7,0,3,6,5,4,3,5,0,1,2,5,4,7,2,10,2,6,1,5,4,3,100,7,"Avocado ",Thanks!,0,11,9334330
2019-06-18 16:54:24,2019-06-18 17:08:47,0,100,863,1,2019-06-18 17:08:48,R_1Lb2Reh4e50VLfs,anonymous,EN,61,1,,1,,1,,-17,-18,2,2,2,2,6,6,6,4,2,2,6,6,6,6,6,6,6,3,5,6,6,6,4,5,6,5,4,4,13,9,13,11,9,13,9,11,9,9,12,12,12,12,12,13,13,13,4,5,4,6,21,5,2,2,6,-15,3,4,6,4,0,5,3,2,6,63,1,4,5,5,5,4,0,3,4,6,4,2,6,-50,1,4,4,4,6,2,0,2,1,4,5,2,6,0,7,My favorite food is onion rings.,,0,18,3144543
2019-06-18 16:50:48,2019-06-18 17:08:51,0,100,1082,1,2019-06-18 17:08:51,R_2y3NS3b5mc8lhYz,anonymous,EN,28,2,,1,,7,,-35,-45,3,3,4,4,6,6,7,4,2,1,3,3,5,6,6,5,5,7,4,7,7,7,6,4,4,5,5,5,12,9,10,11,9,13,12,10,13,9,13,14,12,12,10,9,13,13,4,5,2,6,-31,5,4,5,5,-10,3,5,6,3,-21,6,5,6,3,-75,1,6,4,5,2,5,-11,3,5,3,3,5,3,0,1,2,5,5,6,3,28,2,3,4,5,6,4,24,5,fruits,,0,23,8744325
2019-06-18 16:56:36,2019-06-18 17:09:04,0,100,748,1,2019-06-18 17:09:05,R_2rTq7r4UtoBSzfg,anonymous,EN,23,3,Gender Queer,4,,5,,-26,-27,1,4,1,1,7,7,7,4,1,1,1,1,7,7,7,7,6,5,4,4,4,5,1,6,1,6,5,2,14,8,8,12,12,13,12,12,11,8,11,11,13,12,11,11,11,11,5,6,5,4,-50,5,4,4,6,10,5,6,7,5,0,5,5,6,5,-100,1,10,6,6,5,4,0,3,9,5,4,4,6,100,1,6,6,6,6,7,100,2,7,1,5,6,5,100,10,Kimchi,,0,15,5764683
2019-06-18 16:58:33,2019-06-18 17:09:18,0,100,645,1,2019-06-18 17:09:19,R_1kFv2R6NI3agrZM,anonymous,EN,37,1,,1,,6,,-50,-50,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,6,5,6,6,6,6,1,4,5,4,3,3,12,8,13,11,10,14,9,8,12,8,9,12,13,12,10,10,12,13,6,7,1,7,90,1,7,7,1,20,7,6,7,6,-90,1,7,2,1,95,3,5,6,7,1,7,-60,2,4,2,7,7,1,-20,1,2,7,7,7,6,-20,1,2,1,7,2,6,-95,8,My favorite food is tacos,,1,10,8352759
2019-06-18 16:56:10,2019-06-18 17:09:20,0,100,789,1,2019-06-18 17:09:21,R_1dzE49fepKZuItg,anonymous,EN,27,1,,1,,7,,-16,-17,2,2,2,2,6,6,6,6,2,2,2,2,6,6,6,6,7,5,6,6,6,6,6,6,6,6,4,4,13,9,10,9,10,13,12,9,12,9,9,9,12,12,10,10,12,13,5,6,3,3,24,3,7,7,3,0,5,5,7,3,-8,2,5,6,5,0,3,4,5,7,3,3,-16,2,4,5,7,7,5,0,2,1,5,5,7,3,-20,1,3,3,5,7,5,-41,6,Pizza,,1,12,2400466
2019-06-18 16:48:03,2019-06-18 17:09:50,0,100,1307,1,2019-06-18 17:09:51,R_3EoRLj4uPc0roui,anonymous,EN,49,1,,1,,2,,5,-15,2,2,2,2,6,6,6,6,2,2,2,2,6,6,6,6,5,5,6,6,6,6,5,5,3,4,4,4,11,11,12,9,10,9,9,10,10,9,9,9,12,11,11,10,13,14,2,2,4,4,50,4,6,5,4,-50,7,6,6,4,50,2,6,4,6,-2,3,8,6,4,5,5,50,2,5,5,5,5,3,50,1,3,6,6,6,4,-50,1,3,2,5,5,5,0,6,Hummus,This was great!,1,1,8460234
2019-06-18 17:03:26,2019-06-18 17:10:00,0,100,393,1,2019-06-18 17:10:00,R_3PuxuCHFEj5h0VK,anonymous,EN,30,1,,1,,2,,-34,-33,4,4,3,4,7,5,4,7,4,3,4,3,3,4,4,4,7,7,7,7,7,7,1,7,7,7,5,5,14,8,11,12,8,14,11,11,14,8,9,12,11,12,9,12,14,14,4,5,3,1,30,1,7,7,1,50,7,7,7,4,37,1,4,1,7,0,3,4,4,5,3,5,40,2,4,1,7,7,1,30,1,4,6,7,6,4,30,2,4,1,7,1,7,50,6,pizza,,1,9,469868
2019-06-18 16:52:56,2019-06-18 17:10:27,0,100,1050,1,2019-06-18 17:10:28,R_2157CdLkeQ1BynZ,anonymous,EN,41,1,,1,,1,,-4,-25,3,3,3,3,5,7,7,5,3,4,3,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,3,3,11,11,12,9,9,12,9,9,10,11,12,11,12,11,12,12,12,12,5,5,5,2,-80,3,5,4,4,-71,4,5,6,5,-70,5,4,6,4,-91,1,4,4,5,5,5,-63,3,6,3,5,4,4,50,1,4,4,5,5,5,-75,2,4,3,4,5,5,70,7,Hot Dogs,"The first scenario with the woman who wanted people to be less sensitive in cases of perceived racism, etc., I actually wanted the score to be around the middle.  Sorry.",0,3,7335665
2019-06-18 16:50:52,2019-06-18 17:10:34,0,100,1181,1,2019-06-18 17:10:34,R_3RebXePf5cjHBuS,anonymous,EN,32,2,,1,,1,,-31,-48,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,6,6,6,6,6,6,5,5,4,3,4,3,10,9,13,10,10,13,11,10,10,9,13,12,13,12,13,11,13,13,4,5,5,6,0,2,6,5,3,66,6,6,6,4,94,1,5,2,6,69,3,6,4,6,5,5,-69,2,5,2,5,3,3,-83,2,3,5,5,6,4,-83,1,3,4,5,3,6,-86,7,macaroni and cheese,,1,18,3724831
2019-06-18 17:02:10,2019-06-18 17:10:36,0,100,505,1,2019-06-18 17:10:37,R_1g8uEDKvF6UBJUU,anonymous,EN,24,2,,1,,6,,-31,-31,2,2,2,2,5,6,6,6,2,2,2,2,6,6,6,6,5,6,6,6,6,6,6,6,6,6,4,4,13,9,13,9,9,13,9,9,13,9,11,10,12,11,12,12,13,13,4,6,6,5,6,2,6,6,2,0,6,6,6,7,0,1,2,1,7,0,3,4,4,6,6,5,0,2,4,2,6,6,2,0,2,1,6,6,6,7,0,1,1,1,2,1,7,0,9,pizza,,1,17,1035552
2019-06-18 16:55:26,2019-06-18 17:10:46,0,100,919,1,2019-06-18 17:10:46,R_9QRf8tRfdrAoQUx,anonymous,EN,39,2,,1,,1,,-41,-46,2,2,2,2,6,6,6,6,2,2,2,2,7,6,7,6,5,5,5,4,5,4,5,4,3,3,3,3,10,12,11,9,11,10,10,9,11,10,11,11,12,12,12,12,13,12,3,4,5,5,-65,6,2,2,6,-80,5,4,6,6,-40,6,6,6,3,-80,1,7,5,5,4,4,60,3,7,5,5,3,5,0,1,3,5,5,6,6,40,2,4,3,5,6,5,45,6,cheeseburger,Good luck with your study.,0,21,4969419
2019-06-18 16:57:15,2019-06-18 17:11:01,0,100,825,1,2019-06-18 17:11:01,R_2VfGjX8Wo1GzZRK,anonymous,EN,37,1,,1,,8,Wicca,-7,-47,1,1,1,2,7,6,7,7,1,1,1,2,7,7,2,6,2,6,7,7,7,7,3,5,4,5,4,2,13,9,12,9,9,12,8,11,12,9,8,10,12,11,13,12,12,13,6,7,4,7,0,7,1,1,7,-100,2,5,7,5,-30,7,7,7,1,-100,3,6,6,7,3,7,2,3,7,7,2,2,7,79,1,3,3,5,7,5,58,2,6,1,7,7,1,91,7,Pizza,"Interesting, thank you!",0,12,8515766
2019-06-18 16:54:17,2019-06-18 17:11:28,0,100,1031,1,2019-06-18 17:11:29,R_2rUbjPkCIZdzWsc,anonymous,EN,41,2,,1,,6,,8,-15,3,2,3,2,6,6,6,6,2,2,2,3,6,5,6,6,5,6,6,6,6,6,5,3,3,3,4,4,11,12,12,9,8,10,12,8,14,9,9,9,11,10,12,12,,11,5,6,6,6,-5,2,6,6,2,-13,6,6,6,4,-4,2,3,2,6,-5,3,4,2,6,6,6,-3,2,4,2,6,6,4,-3,1,1,6,6,6,4,-4,1,1,2,3,2,6,-3,8,Pizza,,1,17,9632775
2019-06-18 16:55:19,2019-06-18 17:11:34,0,100,974,1,2019-06-18 17:11:34,R_6r2gzQe8qKq0ijv,anonymous,EN,31,1,,1,,7,,-34,-36,2,3,2,4,7,6,6,6,2,2,2,2,7,7,6,6,5,5,5,5,5,6,5,6,7,6,4,3,13,11,12,11,10,13,11,9,9,8,10,12,10,11,10,10,13,12,4,4,6,5,0,5,3,2,6,-61,3,5,7,6,20,5,5,4,5,-79,1,6,4,5,5,5,0,3,8,2,5,4,5,84,1,2,3,4,7,6,33,2,5,3,6,4,6,69,6,"My favorite food is pizza with onion and bell peppers as toppings. ",N/A,0,17,6913716
2019-06-18 16:56:36,2019-06-18 17:11:47,0,100,910,1,2019-06-18 17:11:48,R_1OdsFeCNifbvTzP,anonymous,EN,28,1,,2,,7,,-50,-50,1,1,1,1,7,1,7,1,1,1,1,1,7,7,1,7,7,5,7,7,7,7,7,7,7,6,5,5,14,8,10,8,8,14,9,9,14,8,12,13,14,14,12,13,14,14,1,2,7,7,100,3,7,5,1,73,7,7,1,7,100,1,6,7,4,100,3,5,1,2,6,7,0,2,7,3,6,3,1,-67,2,5,4,3,5,5,-62,1,5,7,6,7,3,-100,6,Rice and beans,,1,11,3376227
2019-06-18 17:00:25,2019-06-18 17:11:48,0,100,683,1,2019-06-18 17:11:49,R_1pm2ButSwAZdxJL,anonymous,EN,32,2,,1,,6,,-50,-50,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,6,5,3,3,2,3,6,3,3,2,3,2,14,8,9,8,8,14,12,8,14,8,8,8,8,9,9,10,12,13,7,6,1,3,-62,5,5,6,3,-57,2,1,7,2,-66,6,7,6,2,-84,1,4,6,6,2,5,13,3,8,5,3,6,3,83,1,4,6,5,6,5,60,2,4,1,6,5,5,61,7,hot dog,,0,5,6547760
2019-06-18 16:55:46,2019-06-18 17:11:55,0,100,969,1,2019-06-18 17:11:56,R_1exeK2u1YbBgQTk,anonymous,EN,34,2,,1,,6,,-24,-47,1,1,1,1,7,7,7,1,1,1,1,1,7,7,7,7,6,5,6,6,6,6,5,5,7,5,5,5,10,14,10,10,13,9,8,9,12,13,13,12,14,14,10,9,13,9,2,7,7,4,77,1,7,7,1,52,5,5,7,2,44,2,1,1,6,41,3,4,2,6,6,6,48,2,4,1,7,7,1,40,2,1,5,5,7,2,48,1,1,2,1,1,1,58,7,Pizza,,1,16,9770985
2019-06-18 16:50:35,2019-06-18 17:12:15,0,100,1299,1,2019-06-18 17:12:15,R_1CCP8fZIzfrCo6Z,anonymous,EN,56,1,,1,,7,,-28,-37,2,3,2,2,6,7,6,6,3,5,3,4,6,6,6,4,6,5,5,6,5,5,2,5,5,5,3,3,11,13,10,11,10,13,11,9,13,9,12,10,12,10,10,10,12,13,5,6,2,3,20,7,2,2,3,20,3,4,7,2,20,2,3,6,6,25,3,4,6,6,2,3,-15,2,4,7,2,2,3,-20,2,1,3,5,7,2,-5,1,1,2,3,6,5,-30,8,Like I have only one favorite food!  How about I just pick Stir-Fried Sea Scallops and Lo Mein Noodles.,I really did flip the coin.,1,24,5102335
2019-06-18 16:57:21,2019-06-18 17:12:35,0,100,914,1,2019-06-18 17:12:36,R_2SpM9dUNEnjgPLA,anonymous,EN,26,2,,1,,5,,-50,-50,3,3,2,2,2,2,6,4,2,3,3,2,3,2,2,2,7,6,5,5,5,5,5,5,5,5,5,5,8,9,9,8,9,8,9,9,8,9,8,9,10,9,8,10,9,9,6,7,4,6,-50,2,3,3,6,-24,7,5,7,5,-27,4,5,3,4,38,3,4,6,7,4,5,15,2,4,3,5,5,6,-9,2,1,7,5,7,6,42,3,1,5,7,4,3,38,8,ice cream,,1,4,5437510
2019-06-18 17:02:35,2019-06-18 17:12:50,0,100,615,1,2019-06-18 17:12:51,R_28GrBfHsjH7yK60,anonymous,EN,33,2,,1,,1,,-50,-50,1,2,1,2,6,6,6,7,1,1,1,1,5,6,5,6,6,7,7,6,6,7,3,5,3,5,4,3,9,10,10,12,12,13,11,10,9,12,10,11,13,12,9,12,11,12,5,4,3,3,0,4,3,5,3,-7,6,4,3,6,-58,5,7,5,1,-27,1,8,4,3,2,3,0,3,6,2,3,3,3,0,1,4,5,5,3,4,29,2,4,1,5,2,3,80,8,fried chicken,underpaid.,0,10,7746127
2019-06-18 17:01:47,2019-06-18 17:12:58,0,100,671,1,2019-06-18 17:12:59,R_rfsft9gzqgbH6Nj,anonymous,EN,22,1,,4,,1,,-9,-36,2,2,2,2,6,6,6,2,2,2,2,6,6,6,6,6,5,4,4,4,4,4,2,4,4,4,3,3,10,11,9,9,10,11,13,11,10,9,9,9,9,9,10,9,9,10,6,6,1,4,0,1,7,4,1,0,4,4,6,5,0,4,7,5,1,-56,1,5,6,6,2,4,0,2,4,1,6,4,1,0,3,2,6,4,6,4,0,2,6,5,4,4,4,-25,7,seafood,,1,23,3297911
2019-06-18 17:07:07,2019-06-18 17:13:00,0,100,353,1,2019-06-18 17:13:01,R_3NOMutzeqX4BZi1,anonymous,EN,35,1,,1,,1,,0,0,2,3,3,2,5,6,6,6,2,2,2,2,6,6,6,6,6,6,7,7,7,7,5,7,6,6,4,4,13,8,11,10,12,14,8,9,13,8,8,8,8,8,8,9,8,8,5,6,5,5,71,5,6,7,5,88,7,7,5,7,100,4,5,5,5,73,1,7,6,6,6,6,63,3,7,6,5,6,5,67,1,3,6,6,6,6,64,2,4,5,6,6,6,94,5,My favorite food is burritos,Thanks,0,20,7366959
